C,eta(B=10°),eta(B=20°),eta(B=30°),eta(B=40°),eta(B=50°),eta(B=60°),eta(B=70°),eta(B=80°)
92,0,0,0.9210891581532287,0.8639742942740465,0.7445700344607546,0.3445380353949269,0.16612144407565432,0.06739566786376565
93,0,0,0.921086191711685,0.8668783438906,0.7531377944829263,0.3506744758748844,0.16808807665217299,0.06749723256560447
94,0,0,0.920459973759439,0.869730416670867,0.761075509656186,0.35691919227486685,0.17008829893765695,0.06758445405793446
95,0,0,0.9191190766155201,0.8725308406951533,0.7688402191277912,0.36327435983373224,0.17212298453783884,0.06765744104103286
96,0,0,0.9170269312280076,0.8752615393637423,0.7760181793194864,0.3697421698847916,0.1741930043132845,0.06771630733126156
97,0,0,0.9141228503787895,0.8779439005908252,0.7828146002401185,0.3763248297001494,0.17629922647673765,0.06776117183166454
98,0,0,0.9103416931016741,0.8805844111459701,0.7891769231679648,0.38302456230439935,0.17844251668302272,0.0677921585048406
99,0,0,0.9055128754972941,0.8831860335226066,0.7951245575469242,0.38984360625601955,0.18062373811130725,0.06780939634818851
100,0,0,0.8992651045880783,0.8857372392931139,0.8009869010278402,0.39678421539474784,0.18284375153954036,0.06781301937162063
101,0,0,0.8911356708756778,0.8882718919194079,0.8063068699578753,0.40384865855313307,0.18510341541089087,0.06780316657783866
102,0,0,0.8805804812612937,0.8907734928493275,0.8111864828930617,0.41103921923037057,0.18740359223130237,0.0677799819452611
103,0,0,0.8665465192972448,0.8932432447119906,0.8168604832277667,0.41835819522644957,0.18974512420541512,0.06774361441369289
104,0,0,0.8473733228066171,0.8957047109910794,0.8232533531319723,0.4258007134978888,0.1921288685897662,0.0676942178728221
105,0,0,0.82011399262553,0.8981276236399913,0.828366082415586,0.43337068171913723,0.1945556749961055,0.0676255072904228
106,0,0,0.779106203838105,0.9005151466777106,0.8329838882627763,0.44107490750972733,0.19702639090839494,0.06752528724089699
107,0,0,0.7114686770119308,0.9028578171141429,0.8373707678346435,0.44891569641908396,0.1995418616977932,0.06741234564745273
108,0,0,0.581634415793516,0.905180491965701,0.8411935952658512,0.4568953655340526,0.20210172497085246,0.06728686550414334
109,0,0,0.2383850963543303,0.9074646421254392,0.8447783113862198,0.465016242884482,0.20470714050564853,0.06714903489739392
110,0,0,0,0.9096721504904761,0.8481583468684745,0.4732806667862775,0.20735951971418148,0.06699904699413477
111,0,0,0,0.911768496134569,0.8512985907899075,0.4816909851274475,0.21005968010240214,0.06683717906085053
112,0,0,0,0.9137809945368083,0.8543031675780349,0.49024955459421343,0.2128084367568268,0.06666361047361685
113,0,0,0,0.9157276538576259,0.8571422770820981,0.4989587398218416,0.21560660231515408,0.06647675426997011
114,0,0,0,0.9175750475540306,0.8598651829579121,0.5078209125253744,0.21845498692782522,0.0662546477347488
115,0,0,0,0.9193425891563485,0.8624979968808427,0.5168384887729566,0.22135439820790537,0.0660218254418685
116,0,0,0,0.9210519752276529,0.8650136968139954,0.5260137783444007,0.22430564117133517,0.06577853499930478
117,0,0,0,0.9227167899497836,0.8673771072727253,0.5353492030668064,0.2273095181663223,0.06556043879769788
118,0,0,0,0.9242979750825757,0.8696432523618335,0.544847152427175,0.23036682879184284,0.06540941427278466
119,0,0,0,0.9257935541378334,0.8718766700636666,0.5544992546685446,0.2334783698050368,0.06533666455169745
120,0,0,0,0.9272546271671187,0.8741516445464674,0.5643089662347605,0.23664493501726858,0.06531594616391188
121,0,0,0,0.928682841432335,0.8764880766241466,0.5742869991970918,0.23986731517861157,0.06535007119472586
122,0,0,0,0.9301185995822328,0.8786916006992503,0.58443570335048,0.24314629785051103,0.0654062691331585
123,0,0,0,0.9316551902642485,0.8807089248877378,0.5947574242565163,0.24647993338369362,0.06548483884009393
124,0,0,0,0.9331642243096695,0.8826081640187403,0.6052545015342078,0.24986986985471252,0.06558634673545949
125,0,0,0,0.9345982165031888,0.8844216939881736,0.6159292670328326,0.25331832926780057,0.065711358426782
126,0,0,0,0.9359597171312016,0.8861661680363996,0.6267840428880516,0.2568260693768979,0.06586044401793366
127,0,0,0,0.9372460005538182,0.8878528867592808,0.6378211394539688,0.2603938439167067,0.06603413694155155
128,0,0,0,0.9384547427050013,0.8894958059737095,0.6490428531079186,0.26402240240955266,0.0662329813755147
129,0,0,0,0.9395484869204098,0.8911004894190154,0.6604514639276156,0.26771248996154323,0.06645753599907973
130,0,0,0,0.9405497612191113,0.8927344081946009,0.6720492332095223,0.27146484703784096,0.0667083596406616
131,0,0,0,0.9414697591363296,0.8943276059280627,0.6838182385581824,0.2752802092284038,0.06698601148064336
132,0,0,0,0.942284952029504,0.8958822638244326,0.6955192682509428,0.2791593069975438,0.06729105125302551
133,0,0,0,0.9429670298900052,0.897349602627385,0.7075762304521809,0.28310286541818624,0.06762403944612491
134,0,0,0,0.94347355293775,0.89875544072403,0.7194791385837404,0.2871079261049278,0.06798553750253472
135,0,0,0,0.9437797080080819,0.9001375726073926,0.7316915407480119,0.29117671828995795,0.06837610801857086
136,0,0,0,0.9438391992103514,0.9015472022569956,0.7436511122834703,0.2953117301002551,0.06879627631875924
137,0,0,0,0.9435480810404879,0.9029307017240785,0.7554373755563637,0.29951365293759785,0.0692463957539504
138,0,0,0,0.9429307326344285,0.9043254461105874,0.7667094786778054,0.3037831713380813,0.06972723192177319
139,0,0,0,0.9419698941210637,0.9056855135199458,0.7739405077549607,0.30812097996170107,0.07023935123614919
140,0,0,0,0.9407046216673015,0.9070079214349388,0.7806965944590816,0.3125277155127932,0.07078332226908235
141,0,0,0,0.939146036293804,0.908314639277117,0.7860053376029882,0.3170040555251467,0.0713597159545056
142,0,0,0,0.9372441805664417,0.9095949052765747,0.7921764197883892,0.32155065331193733,0.07196910579334975
143,0,0,0,0.9349999023819773,0.9108498741885832,0.7981066949793093,0.32616805404895344,0.07261206405035599
144,0,0,0,0.9323159737238448,0.912084539080018,0.8037293884070096,0.3308519373667294,0.07328896830403149
145,0,0,0,0.9290749480540277,0.9133039883173528,0.8091776854120782,0.33560773830733953,0.07400058283813118
146,0,0,0,0.925079499230829,0.91449677946099,0.8144321007841102,0.3404360686859916,0.07474749617117447
147,0,0,0,0.920332090915221,0.9156726070870271,0.8192582595026374,0.34533752961694525,0.07553029726610587
148,0,0,0,0.9147578810146187,0.9168375643129649,0.8239533010127521,0.35031271096861205,0.07634957894720175
149,0,0,0,0.908190525247415,0.917994382898618,0.828346558134556,0.35536219079387965,0.07720593812555432
150,0,0,0,0.9003285275962436,0.9191452572193582,0.8323662693015121,0.3604865347347798,0.07809997602910083
151,0,0,0,0.8909123308250346,0.9202816828191384,0.8364199157223489,0.3656862954005697,0.0790322984377026
152,0,0,0,0.8791029127113535,0.9214311608209793,0.84016141172153,0.3709620117182521,0.08000351592381867
153,0,0,0,0.8639772704113883,0.9225801651944701,0.8434228908568292,0.3763142082545043,0.08101424409934577
154,0,0,0,0.8441034872370644,0.923717250297562,0.8466575716100747,0.38174339450793443,0.0820651038692372
155,0,0,0,0.8169639242351341,0.9248769045553334,0.8505118076963591,0.38725006417052027,0.08315672169255367
156,0,0,0,0.777851929377165,0.9260423534112674,0.8543881633260738,0.39281423555601225,0.08428972985164225
157,0,0,0,0.7173687346485735,0.92719455422549,0.8579461635220357,0.39783607063808074,0.08546476673019023
158,0,0,0,0.6127698850296753,0.9283400968190642,0.8613657815070579,0.4029258876770772,0.08668247710094898
159,0,0,0,0.3896313052137902,0.9294730058028191,0.8647822840206045,0.4080847033192024,0.08794351242398604
160,0,0,0,0,0.9306013500525142,0.86780315322135,0.41331354147108035,0.08890829935775553
161,0,0,0,0,0.93174014423956,0.8705240486109129,0.4186134328640825,0.08952121051346441
162,0,0,0,0,0.9328369656236826,0.8730283655493649,0.42398541421216185,0.09015819260239206
163,0,0,0,0,0.933902693938458,0.8753767420880633,0.4294305274259494,0.09081987601686703
164,0,0,0,0,0.9349261700064115,0.8775268920161167,0.4349498184174727,0.09150690558359315
165,0,0,0,0,0.9358875388350179,0.8795026292136022,0.4405443361331811,0.0922199407838782
166,0,0,0,0,0.9368208120926621,0.8813778723940673,0.4462151314474556,0.09295965593775263
167,0,0,0,0,0.9377049674840798,0.8831497474623055,0.45196325599231507,0.09372674038853081
168,0,0,0,0,0.9385450234449847,0.8848207772449642,0.4577897609208671,0.09452189868860394
169,0,0,0,0,0.9393497093821018,0.8864249571167147,0.4636956956018745,0.09534585078701403
170,0,0,0,0,0.9401091488131704,0.8879698390278188,0.4696821062425823,0.09619933221963532
171,0,0,0,0,0.9408490356721614,0.8894482242125097,0.4757500344369576,0.09708309430265695
172,0,0,0,0,0.9415511946159165,0.8908483205094428,0.48190051563610714,0.09799790433015994
173,0,0,0,0,0.9422079572616132,0.8921897007146673,0.48813457753763784,0.09894454577665836
174,0,0,0,0,0.9428386562470339,0.8934671792455786,0.4944532383904701,0.09992381850553203
175,0,0,0,0,0.9434321476425196,0.8947252094655691,0.5008575052113661,0.10093653898414236
176,0,0,0,0,0.9440071537602686,0.8959125710545826,0.5073483719092822,0.10198354050683618
177,0,0,0,0,0.9445729975604469,0.8971727039540203,0.5139268173133882,0.10306567342673971
178,0,0,0,0,0.9451747662542219,0.8984589772404752,0.5205938031003824,0.10418380539754188
179,0,0,0,0,0.9457739192984169,0.8996961434704746,0.5273502716164075,0.10533882162650336
180,0,0,0,0,0.9463467065867125,0.9008580982932988,0.5337195748816737,0.10653162513992573
181,0,0,0,0,0.9468892371788962,0.9020034143494363,0.5401069190412523,0.10776313706252783
182,0,0,0,0,0.9474033045021285,0.9030883710990812,0.5465830906450873,0.10903429691218938
183,0,0,0,0,0.9478863714159604,0.9040771135448465,0.5531499412733195,0.11034606291166274
184,0,0,0,0,0.948344648930395,0.9050184235274533,0.5598093252441857,0.11169941231906214
185,0,0,0,0,0.9487630831901155,0.9058979339815947,0.5665630971835723,0.11261408788323274
186,0,0,0,0,0.9491272878921218,0.9067398131073604,0.5734131094593712,0.11327945514038339
187,0,0,0,0,0.9494461253413462,0.9075484497820346,0.5803612091762852,0.11396694181102748
188,0,0,0,0,0.9497249483351748,0.9083271721721128,0.5874092362994016,0.11467761378142528
189,0,0,0,0,0.9499628798598376,0.9090915558631821,0.5945590197582282,0.11541255931357361
190,0,0,0,0,0.9501629670381201,0.9098850829674026,0.6018123746087874,0.11617288914774827
191,0,0,0,0,0.9503063984411463,0.9107172962410754,0.6091710987356621,0.1169597365047066
192,0,0,0,0,0.950367093158368,0.9114889079657076,0.6166369950203942,0.11777425710362677
193,0,0,0,0,0.9503469239689615,0.9122018359291088,0.6242117675864834,0.11861762919693594
194,0,0,0,0,0.950229895208137,0.9129455146426481,0.6318971646395694,0.11949105362331529
195,0,0,0,0,0.9500217769153831,0.913627913446704,0.6396948787705801,0.1203957538800631
196,0,0,0,0,0.9496738671560381,0.9142425211525119,0.6476065660761668,0.12133297621627608
197,0,0,0,0,0.9492067640291075,0.9148509143964819,0.6556338416470673,0.12230398974829057
198,0,0,0,0,0.9485726224353687,0.9154912241408653,0.6636204680320658,0.12331008659883388
199,0,0,0,0,0.9478166539877397,0.9161359028818592,0.6714794923082106,0.12435258206170545
200,0,0,0,0,0.9469008736302648,0.9167470440824338,0.6794631691673224,0.1254328147937101
201,0,0,0,0,0.9458424511478452,0.9173641414888448,0.6875743447019995,0.1265521470357169
202,0,0,0,0,0.9446200425770261,0.9179840264569694,0.6958157648442511,0.12771196486513928
203,0,0,0,0,0.9432429091488065,0.9185740657030589,0.7041902310983447,0.12891367848198051
204,0,0,0,0,0.9416776927654479,0.9191452897976172,0.7097951506810483,0.13015872253105643
205,0,0,0,0,0.939900302392108,0.9197070457211419,0.7149047235340034,0.1308554099899389
206,0,0,0,0,0.9378741197966597,0.920249710041571,0.7202512789308936,0.13143470371042293
207,0,0,0,0,0.9355575384132974,0.9207820451140288,0.7236500845852943,0.13203865841257084
